1806,"Still Used for Burials","Used for Burials","USED",1805,1,0,0,1,1
1807,"No Longer Used for Burials, But Maintained","Maintained But Not Used","MDNO",1805,2,0,0,1,1
1808,"Abandoned","Abandoned","ABAN",1805,3,0,0,1,1
1809,"Unspecified by Surveyor","Unspecified by Surveyor","UNSP",1805,4,1,0,1,1
