3120,"Asian","Asian","ASIA",3119,1,0,0,1,1
3121,"African American","African American","AFAM",3119,2,0,0,1,1
3122,"Caribbean","Caribbean","CARB",3119,3,0,0,1,1
3123,"Hispanic","Hispanic","HISP",3119,4,0,0,1,1
3124,"Native American","Native American","NATV",3119,5,0,0,1,1
3125,"White, Non-Hispanic","White, Non-Hispanic","WHIT",3119,6,0,0,1,1
3126,"Other","Other","OTHR",3119,7,0,0,1,1
3127,"Unknown","Unknown","UNKN",3119,8,0,0,1,1
3128,"Unspecified","Unspecified by surveyor","UNSP",3119,9,1,0,1,1
